% normalize=-1
% resample=no
% samplerate=44100
% version=0.64
% yaafedefinition=MFCC blockSize=512 stepSize=256 > Derivate DOrder=2
5.80469157e-02,-4.61686922e-03,1.46797837e-02,-1.08486119e-02,-6.28728008e-03,-1.88774983e-02,9.81718501e-03,9.29529075e-03,1.32402527e-02,-1.64912312e-02,-5.24921634e-03,-2.19857593e-03,-1.24121349e-02
3.84422769e-03,-3.40387284e-02,2.89234340e-02,1.69530648e-03,-1.04292011e-02,-2.24074464e-02,1.90297624e-02,1.96512074e-02,7.31500547e-03,-5.33860160e-03,-8.40181329e-03,-5.49578174e-03,1.10795283e-02
-3.52440214e-02,-3.33588305e-02,1.09024018e-02,7.66492113e-03,-1.36969031e-02,-2.44777574e-02,1.17428077e-02,1.77812141e-02,-1.38383750e-02,-7.53040233e-04,-1.14893202e-02,-2.67201957e-03,6.94571971e-03
-8.63756198e-02,-2.18559917e-02,-1.27105396e-02,-3.31234026e-03,-3.61628552e-02,-3.80872698e-02,-6.90093944e-03,1.86440323e-02,-2.03279793e-02,4.67807273e-03,6.12760836e-03,-4.39530505e-03,9.96460998e-03
-1.12918187e-01,-3.39363684e-02,-2.25323720e-02,1.99393135e-03,-3.55447518e-02,-3.70103162e-02,-1.17371063e-02,-7.54969250e-05,-2.25462229e-02,2.51918641e-02,3.40410514e-02,7.12875876e-03,1.68566518e-02
-1.04871168e-01,-2.53183439e-02,-2.83856524e-02,2.27311298e-02,-6.15683156e-03,-1.16921551e-02,8.40383115e-03,-5.66984259e-03,-2.64885815e-02,2.39384848e-02,3.48850006e-02,1.27803802e-02,2.23240365e-02
-7.45570700e-02,-2.77030505e-02,-3.53591790e-02,1.22281714e-02,-1.70419754e-03,1.50551939e-02,8.98406048e-03,-8.19892792e-03,-8.93281276e-03,1.10014907e-02,9.10210492e-04,-7.64651792e-03,-1.22341948e-03
-1.63368669e-02,2.64083434e-04,-1.33252525e-02,1.11252274e-02,-1.27205764e-02,3.25261777e-02,-1.69056665e-02,-1.79966365e-02,1.58304545e-03,-1.88755291e-03,-9.83602881e-04,-1.34898364e-02,-2.73788121e-02
2.18475289e-02,4.80158187e-02,-1.80281575e-02,-8.10438454e-03,-2.02133936e-02,7.80164883e-03,-3.49762994e-02,-3.49167220e-02,-8.08908067e-03,-2.08491869e-02,9.50801442e-03,8.92821694e-03,-2.34946837e-02
1.20571017e-02,2.24509466e-02,-1.57618269e-02,-1.72514832e-02,-1.25029778e-02,-1.77647818e-02,-1.43651891e-02,-3.59624467e-02,-1.73414038e-03,-1.21565283e-02,6.76594179e-03,2.58363162e-02,-6.96813931e-03
1.58362868e-03,1.53044739e-03,2.02879154e-02,2.35639652e-03,1.59014283e-02,-5.26793581e-03,6.14788872e-03,-2.75552778e-02,1.21777489e-02,-6.71164052e-03,-3.21498702e-02,1.04744849e-02,1.04948310e-02
1.13270306e-02,4.94557480e-03,2.19789657e-02,1.57373077e-02,2.28890952e-02,1.49432666e-02,-4.10851189e-04,-1.26733999e-02,5.32410214e-03,-9.15136852e-03,-4.38714106e-02,7.00555223e-03,7.17418140e-03
3.69709947e-03,2.07548903e-02,8.33498000e-03,-1.80201095e-02,1.41458009e-02,1.51973720e-02,-1.67835268e-02,-1.03682764e-02,7.09151684e-03,8.51140900e-03,-1.72975550e-02,1.27276027e-02,2.33585396e-02
-3.18983815e-03,3.34075454e-02,-2.15373366e-03,-3.61531000e-02,1.36859783e-02,-2.37000674e-03,-2.62631367e-02,-1.51973738e-02,-1.36344706e-03,2.42823289e-02,-2.76129968e-03,3.39397555e-03,3.60928004e-02
-2.04067620e-02,2.69746859e-02,3.49608100e-03,1.21196486e-02,3.00167313e-02,1.52306110e-03,3.99731405e-03,3.03719980e-02,-1.48702224e-02,1.19903345e-02,3.25234103e-03,2.15355174e-03,3.60393023e-02
-2.71847102e-02,-1.71535355e-02,1.29470761e-02,3.91607057e-02,2.93134649e-02,1.33380631e-02,1.15649505e-02,4.38258367e-02,-8.86670112e-03,-1.22740840e-03,-5.63185071e-03,-1.71496656e-02,1.65939434e-03
-6.78391440e-03,-1.35881858e-02,2.57797379e-02,4.32406326e-02,1.23213990e-02,6.49184839e-03,-1.22679295e-02,2.56508810e-02,-2.07944604e-03,-1.99929022e-02,3.78949903e-03,-3.45885613e-02,-3.89807459e-02
3.65688231e-03,1.00566995e-02,3.40680464e-02,2.80316357e-02,-2.91197676e-02,-2.88203349e-02,-1.33178668e-02,2.70669956e-02,-2.72502523e-03,-2.80471014e-02,2.79555409e-02,-1.29978733e-02,-1.87166934e-02
-3.87296449e-03,-2.99214438e-02,4.64363114e-03,4.17505164e-03,-4.03858287e-02,-3.73466271e-02,9.95792942e-03,5.27875392e-03,-8.54352807e-03,-1.03856851e-02,3.09868852e-02,-1.19301597e-04,2.58906911e-03
-1.82861531e-04,-3.23920455e-02,4.03920033e-03,7.24642600e-03,-3.18884826e-03,-1.08045221e-02,3.95947106e-02,-5.68020172e-04,1.14913103e-03,-8.03785825e-03,2.12809876e-03,-4.45595725e-03,-1.67181370e-02
