10151475870412592_10054619	<3
10151475061702592_10049217	♥
10151475061702592_10049244	<3 :)
10151475061702592_10049481	https://www.facebook.com/photo.php?v=450655848363536&set=vb.301319123266660&type=2&theater
10151474083177592_10043585	<3
10151474083177592_10043661	󾌩󾌵
10151474083177592_10044709	╬═╬DO NOT GO DOWN╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬Are you listening to me? Don't go!╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬Hello...? I said don't go.╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬Stop it! Don't go down.╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬Okay. If you wanna be like that then go.╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬You are still headstrong and you aren't listening to me...╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬I can't talk to you anymore.╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬You listen to me! ...don't goo down there!╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬Can you please just listen to me ?╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬You're dumb if you go down there.╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬Ok I'm not going to tell you again...don't go.╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬....Seriously I SAID STOP!!╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬Are you bored yet?╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬Last chance ...don't go there..╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬╬═╬you will now have 5 years of bad luck unless you post this on 5 different photo's
10151474083177592_10046626	:3
10151474083177592_10046642	:)
10151474083177592_10046897	<3
